video_id,title,upload_date,uploader,duration_seconds,source_url,mp3_relative_path,description_relative_path,thumbnail_relative_path
Kf3kquvuing,Operating FoundationDB on Kubernetes - Johannes M. Scheuermann (DoK Day EU 2022),20220525,Data on Kubernetes Community (DoKC),536,https://www.youtube.com/watch?v=Kf3kquvuing,pending-talks/Kf3kquvuing/audio/20220525_Operating_FoundationDB_on_Kubernetes_-_Johannes_M._Scheuermann_DoK_Day_EU_2022_Kf3kquvuing.info.mp3,pending-talks/Kf3kquvuing/audio/20220525_Operating_FoundationDB_on_Kubernetes_-_Johannes_M._Scheuermann_DoK_Day_EU_2022_Kf3kquvuing.info.description,pending-talks/Kf3kquvuing/audio/20220525_Operating_FoundationDB_on_Kubernetes_-_Johannes_M._Scheuermann_DoK_Day_EU_2022_Kf3kquvuing.info.jpg
