video_id,title,upload_date,uploader,duration_seconds,source_url,mp3_relative_path,description_relative_path,thumbnail_relative_path
WK0kiJKEi60,"Build Anything with FoundationDB - Ryan Worl, Ryan Worl",20191125,The Linux Foundation,1515,https://www.youtube.com/watch?v=WK0kiJKEi60,pending-talks/WK0kiJKEi60/audio/20191125_Build_Anything_with_FoundationDB_-_Ryan_Worl_Ryan_Worl_WK0kiJKEi60.info.mp3,pending-talks/WK0kiJKEi60/audio/20191125_Build_Anything_with_FoundationDB_-_Ryan_Worl_Ryan_Worl_WK0kiJKEi60.info.description,pending-talks/WK0kiJKEi60/audio/20191125_Build_Anything_with_FoundationDB_-_Ryan_Worl_Ryan_Worl_WK0kiJKEi60.info.jpg
