video_id,title,upload_date,uploader,duration_seconds,source_url,mp3_relative_path,description_relative_path,thumbnail_relative_path
r-pRx4ogInU,Build distributed persistent queue on FoundationDB | Himank Chaudhary | SREday San Francisco 2025 Q2,20250506,SREday,1251,https://www.youtube.com/watch?v=r-pRx4ogInU,pending-talks/r-pRx4ogInU/audio/20250506_Build_distributed_persistent_queue_on_FoundationDB_Himank_Chaudhary_SREday_San_Francisco_2025_Q2_r-pRx4ogInU.info.mp3,pending-talks/r-pRx4ogInU/audio/20250506_Build_distributed_persistent_queue_on_FoundationDB_Himank_Chaudhary_SREday_San_Francisco_2025_Q2_r-pRx4ogInU.info.description,pending-talks/r-pRx4ogInU/audio/20250506_Build_distributed_persistent_queue_on_FoundationDB_Himank_Chaudhary_SREday_San_Francisco_2025_Q2_r-pRx4ogInU.info.jpg
